#JCAT	Piece	Name	LDate	GDate	ODate	Period	Perigee	PF	Apogee	AF	Inc	IF	OType	Longitude	DriftRate	TDate	TF	Flags
# Updated 2026 Jul 17 2058:25
S40482	2015-011A	MMS 1	2015 Mar 13	2015 Mar 13     	2026 Jul 17 0600	    5080.955 	   10237.7 	 	  172809.5 	 	 72.47 	 	DSO	 43.41W	-	2017 Feb 11	P	D
S40505	2015-012A	Ekspress AM-7	2015 Mar 18	2015 Mar 21?	2026 Jul 17 0637	    1436.101 	   35774.8 	 	   35798.5 	 	  0.01 	 	GEO/S	 39.94E	 +   0.008W	*	P	-
S41929	2015-019C	Yuanzheng-1 Y1	2015 Mar 30	2015 Mar 30     	2026 Jul 18 0548	    5155.774 	   23707.2 	 	  161257.5 	 	 15.20 	 	DSO	 29.27E	-	2015 Mar 31	R	D
S40549	2015-019A	Beidou DW 17	2015 Mar 30	2015 Mar 30	2026 Jul  2 1912	    1430.273 	   35349.3 	 	   35995.7 	 	 49.18 	 	GEO/NS	 88.88E	 +   1.463E	*	P	-
S40547	2015-018A	IRNSS-R1D	2015 Mar 28	2015 Mar 31	2026 Jul 16 1432	    1470.027 	   36412.8 	 	   36483.5 	 	 19.52 	 	GEO/ID	103.18W	 +   8.339W	2025 Jul 14	P	-
S40424	2015-010A	ABS-3A	2015 Mar  2	2015 Apr 23     	2026 Jul 17 0624	    1436.118 	   35780.3 	 	   35793.8 	 	  0.01 	 	GEO/S	  2.99W	 +   0.013W	*	P	-
S40613	2015-022A	Thor 7	2015 Apr 26	2015 May  1     	2026 Jul 17 0625	    1436.066 	   35776.0 	 	   35796.0 	 	  0.04 	 	GEO/S	  0.69W	 +   0.001E	*	P	-
S40614	2015-022B	SICRAL 2	2015 Apr 26	2015 May?       	2025 Dec 25 2226	    1436.122 	   35772.5 	 	   35801.7 	 	  0.02 	 	GEO/S	 37.01E	 +   0.014W	*	P	-
S40617	2015-023A	TurkmenAlem52E/MonacoSAT	2015 Apr 27	2015 May  4     	2026 Jul 17 0439	    1436.092 	   35775.1 	 	   35797.9 	 	  0.04 	 	GEO/S	 51.96E	 +   0.006W	*	P	-
S40425	2015-010B	EUTELSAT 115 WEST B	2015 Mar  2	2015 May 17     	2026 Jul 16 1429	    1436.099 	   35785.1 	 	   35788.2 	 	  0.01 	 	GEO/S	114.93W	 +   0.008W	*	P	-
S40663	2015-026A	T15	2015 May 27	2015 Jun  2     	2026 Jul 16 1432	    1436.141 	   35786.3 	 	   35788.6 	 	  0.02 	 	GEO/S	102.91W	 +   0.018W	*	P	-
S40664	2015-026B	Sky Mexico-1	2015 May 27	2015 Jun  4     	2026 Jul 17 0603	    1436.079 	   35776.4 	 	   35796.0 	 	  0.01 	 	GEO/S	 78.81W	 +   0.003W	*	P	-
S40733	2015-034B	Star One C4	2015 Jul 15	2015 Jul 21     	2026 Jul 17 0218	    1436.140 	   35781.7 	 	   35793.2 	 	  0.03 	 	GEO/S	 70.04W	 +   0.018W	*	P	-
S40732	2015-034A	Meteosat 11	2015 Jul 15	2015 Jul 22     	2026 Jul 17 0628	    1436.087 	   35777.5 	 	   35795.3 	 	  3.27 	 	GEO/I	  9.27E	 +   0.005W	*	P	-
S40989	2015-034E	SEVIRI Entry Baffle Cover	2015 Jul 15	2015 Jul 24     	2026 Jul 16 1922	    1418.178 	   35300.2 	 	   35570.0 	 	  7.18 	 	GEO/ID	166.05W	 +   4.554E	2015 Jul 15 2142	C	-
S40990	2015-034F	SEVIRI Cooler Cover	2015 Jul 15	2015 Jul 24     	2026 Feb 26 1452	    1402.660 	   34719.6 	 	   35539.5 	 	  6.74 	 	GEO/ID	 60.88E	 +   8.598E	2015 Jul 15 2142	C	-
S40746	2015-036A	WGS SV-7	2015 Jul 24	2015 Jul 26	2026 Jul 17 0350	    1436.089 	   35785.7 	 	   35787.2 	 	  0.02 	 	GEO/S	174.99E	 +   0.005W	*	P	-
S40874	2015-039A	Intelsat IS-34	2015 Aug 20	2015 Aug 28     	2026 Jul 16 2319	    1436.133 	   35785.7 	 	   35788.9 	 	  0.01 	 	GEO/S	 55.52W	 +   0.016W	*	P	-
S40875	2015-039B	EUTELSAT 8 WEST B	2015 Aug 20	2015 Aug 31     	2026 Jul 17 0623	    1436.095 	   35770.7 	 	   35802.5 	 	  0.06 	 	GEO/S	  8.05W	 +   0.007W	*	P	-
S40880	2015-041A	GSAT-6	2015 Aug 27	2015 Aug 30     	2026 Jul 17 0324	    1436.081 	   35773.7 	 	   35798.8 	 	  1.99 	 	GEO/S	 82.48E	 +   0.003W	*	P	-
S40882	2015-042A	Inmarsat 5F3	2015 Aug 28	2015 Sep  9     	2026 Jul 17 0351	    1436.103 	   35785.1 	 	   35788.3 	 	  0.02 	 	GEO/S	179.57E	 +   0.009W	*	P	-
S40887	2015-044A	MUOS 4	2015 Sep  2	2015 Sep 10?    	2026 Jul 17 0139	    1436.102 	   35548.4 	 	   36024.9 	 	  4.38 	 	GEO/I	 74.86E	 +   0.008W	*	P	-
S40896	2015-048B	Blok DM-03 No. 5L	2015 Sep 14	2015 Sep 15     	2026 Jul 17 0145	    1459.629 	   35824.4 	 	   36667.5 	 	  9.16 	 	GEO/ID	 99.10E	 +   5.827W	2015 Sep 14 1900:00	R	-
S40895	2015-048A	Ekspress AM-8	2015 Sep 14	2015 Sep 15     	2026 Jul 17 0621	    1436.101 	   35785.6 	 	   35787.7 	 	  0.02 	 	GEO/S	 14.02W	 +   0.008W	*	P	-
S40892	2015-046A	Tongxin Jishu Shiyan 1	2015 Sep 12	2015 Sep 20?    	2026 Jul 17 0527	    1436.103 	   35765.2 	 	   35808.2 	 	  0.40 	 	GEO/S	155.07E	 +   0.009W	*	P	-
S40938	2015-053A	Beidou DW 20	2015 Sep 29	2015 Oct  1?	2026 Jul 17 0326	    1436.374 	   35512.6 	 	   36071.5 	 	 49.18 	 	GEO/T	 92.59E	 +   0.077W	*	P	-
S40940	2015-054A	Sky Muster	2015 Sep 30	2015 Oct  9     	2026 Jul 17 0015	    1436.121 	   35780.4 	 	   35793.7 	 	  0.01 	 	GEO/S	140.23E	 +   0.013W	*	P	-
S40941	2015-054B	ARSAT-2	2015 Sep 30	2015 Oct 12?    	2026 Jul 17 0602	    1436.125 	   35779.0 	 	   35795.3 	 	  0.06 	 	GEO/S	 81.03W	 +   0.014W	*	P	-
S40946	2015-056A	Morelos 3	2015 Oct  2	2015 Oct 13     	2026 Jul 17 0520	    1436.112 	   35784.9 	 	   35788.8 	 	  3.21 	 	GEO/I	113.13W	 +   0.011W	*	P	-
S40984	2015-060A	Turksat 4B	2015 Oct 16	2015 Oct 22     	2026 Jul 17 0314	    1436.030 	   35775.8 	 	   35794.8 	 	  0.05 	 	GEO/S	 49.97E	 +   0.010E	*	P	-
S40982	2015-059A	Apstar 9	2015 Oct 16	2015 Oct 24?    	2026 Jul 17 0706	    1436.104 	   35773.6 	 	   35799.9 	 	  0.03 	 	GEO/S	142.00E	 +   0.009W	*	P	-
S41021	2015-063A	Zhongxing 2C	2015 Nov  3	2015 Nov 12     	2026 Jul 17 0147	    1436.102 	   35752.1 	 	   35821.2 	 	  0.35 	 	GEO/S	103.36E	 +   0.008W	*	P	-
S41028	2015-065A	GSAT-15	2015 Nov 10	2015 Nov 16     	2026 Jul 17 0144	    1436.085 	   35771.8 	 	   35801.0 	 	  0.11 	 	GEO/S	 93.47E	 +   0.004W	*	P	-
S41029	2015-065B	Badr 7	2015 Nov 10	2015 Nov 16?    	2026 Jul 16 2159	    1436.155 	   35768.2 	 	   35807.3 	 	  0.01 	 	GEO/S	 26.06E	 +   0.022W	*	P	-
S41034	2015-067A	LaoSat 1	2015 Nov 20	2015 Nov 30     	2026 Jul 17 0702	    1436.080 	   35774.8 	 	   35797.7 	 	  0.01 	 	GEO/S	128.52E	 +   0.003W	*	P	-
S41036	2015-068A	Telstar 12 Vantage	2015 Nov 24	2015 Nov 30     	2026 Jul 17 0621	    1436.107 	   35777.7 	 	   35795.9 	 	  0.02 	 	GEO/S	 15.04W	 +   0.010W	*	P	-
S41103	2015-073A	Zhongxing 1C	2015 Dec  9	2015 Dec 11?	2026 Jul 17 0411	    1452.130 	   36077.3 	 	   36122.4 	 	  7.18 	 	GEO/ID	109.42W	 +   3.993W	2023 Jun 24	P	-
S41106	2015-074B	Fregat-SB No. 222-02	2015 Dec 11	2015 Dec 11	2026 Jul 16 1602	    1399.479 	   34242.7 	 	   35890.9 	 	  8.19 	 	GEO/ID	113.69W	 +   9.438E	2015 Dec 11 1345:32	R	-
S41105	2015-074A	Elektro-L No. 2	2015 Dec 11	2015 Dec 11	2026 Jul 16 2339	    1436.093 	   35782.4 	 	   35790.6 	 	  6.77 	 	GEO/I	 14.67W	 +   0.006W	*	P	-
S41122	2015-075B	Briz-M No. 88533	2015 Dec 13	2015 Dec 13     	2026 Jul 16 0510	    1376.132 	   33218.3 	 	   35990.8 	 	  8.54 	 	MEO	 46.70E	 +  15.722E	2015 Dec 13 0019:00	R	-
S41121	2015-075A	Kosmos-2513	2015 Dec 13	2015 Dec 13     	2026 Jul 16 1850	    1436.145 	   35776.9 	 	   35798.2 	 	  0.06 	 	GEO/S	 80.21E	 +   0.019W	*	P	-
S41191	2015-082A	Ekspress AMU-1	2015 Dec 24	2016 Jan        	2026 Jul 17 0636	    1436.036 	   35774.2 	 	   35796.6 	 	  0.02 	 	GEO/S	 36.12E	 +   0.008E	*	P	-
S41194	2015-083A	Gao Fen 4	2015 Dec 28	2016 Jan        	2026 Jul 17 0655	    1436.099 	   35768.6 	 	   35804.7 	 	  0.43 	 	GEO/S	105.64E	 +   0.008W	*	P	-
S41238	2016-001A	BelinterSat-1	2016 Jan 15	2016 Jan        	2026 Jul 17 0457	    1436.066 	   35778.7 	 	   35793.3 	 	  0.05 	 	GEO/S	 51.49E	 +   0.000E	*	P	-
S41547	2015-075H	deb Briz-M	2015 Dec 13	2016 Jan 16 0650	2026 Jul 15 1924	    1395.475 	   33879.8 	 	   36095.6 	 	  8.71 	 	GEO/ID	163.22W	 +  10.501E	2015 Dec 13 0019:00	D	-
S41548	2015-075J	deb Briz-M	2015 Dec 13	2016 Jan 16 0650	2026 Jul 16 0040	    1409.087 	   33702.3 	 	   36810.2 	 	  8.75 	 	GEO/ID	111.62E	 +   6.912E	2015 Dec 13 0019:00	D	-
S41241	2016-003A	IRNSS-R1E	2016 Jan 20	2016 Jan 25?    	2026 Jul 13 0101	    1435.998 	   35704.6 	 	   35864.7 	 	 33.29 	 	GEO/T	111.95E	 +   0.018E	*	P	-
S41310	2016-005A	EUTELSAT 9B	2016 Jan 29	2016 Feb  5?    	2026 Jul 17 0628	    1436.100 	   35782.0 	 	   35791.3 	 	  0.04 	 	GEO/S	  8.95E	 +   0.008W	*	P	-
S41308	2016-004A	Intelsat IS-29e	2016 Jan 27	2016 Feb  8?    	2026 Jul 17 0636	    1431.056 	   35677.2 	 	   35698.6 	 	  6.57 	 	GEO/ID	 37.82E	 +   1.264E	2019 Apr 10?	P	-
S41382	2016-014A	EUTELSAT 65 WEST A	2016 Mar  9	2016 Mar 13     	2026 Jul 17 0607	    1436.125 	   35777.8 	 	   35796.5 	 	  0.09 	 	GEO/S	 65.23W	 +   0.014W	*	P	-
S41380	2016-013A	SES-9	2016 Mar  4	2016 Mar 14     	2026 Jul 16 2223	    1436.154 	   35779.6 	 	   35795.9 	 	  0.02 	 	GEO/S	108.26E	 +   0.022W	*	P	-
S41384	2016-015A	IRNSS-R1F	2016 Mar 10	2016 Mar 20?    	2026 Jul 17 0635	    1436.160 	   35713.1 	 	   35862.6 	 	  5.42 	 	GEO/I	 32.67E	 +   0.023W	*	P	-
S41434	2016-021A	Beidou DW 22	2016 Mar 29	2016 Apr  3?    	2026 Jun 26 0238	    1436.281 	   35547.5 	 	   36032.9 	 	 60.24 	 	GEO/T	 88.40E	 +   0.053W	*	P	-
S41469	2016-027A	IRNSS-R1G	2016 Apr 28	2016 May  3     	2026 Jul 16 1356	    1436.121 	   35761.9 	 	   35812.2 	 	  5.27 	 	GEO/I	129.70E	 +   0.013W	*	P	-
S41471	2016-028A	JCSAT 2B	2016 May  6	2016 May 11     	2026 Jul 17 0550	    1436.122 	   35783.4 	 	   35790.7 	 	  0.02 	 	GEO/S	153.99E	 +   0.014W	*	P	-
S41552	2016-031A	Thaicom 8	2016 May 27	2016 Jun  7     	2026 Jul 17 0322	    1436.097 	   35774.1 	 	   35799.1 	 	  0.06 	 	GEO/S	 78.47E	 +   0.007W	*	P	-
S41585	2016-036B	Delta 374	2016 Jun 11	2016 Jun 11     	2026 Jul 16 1154	    1383.538 	   33809.7 	 	   35693.2 	 	  5.57 	 	GEO/ID	114.05W	 +  13.706E	2016 Jun 11 1751	R	-
S41584	2016-036A	USA 268	2016 Jun 11	2016 Jun 11     	2021 Sep  7 1724	    1436.122 	   35579.7 	 	   35994.5 	 	  6.31 	 	GEO/I	105.03E	 +   0.014W	*	P	-
S41581	2016-035A	Intelsat IS-31	2016 Jun  9	2016 Jun 20?    	2026 Jul 17 0509	    1436.120 	   35782.6 	 	   35791.5 	 	  0.02 	 	GEO/S	 95.08W	 +   0.013W	*	P	-
S41586	2016-037A	Beidou DW 23	2016 Jun 12	2016 Jun 22?    	2026 Jul 17 0006	    1436.087 	   35761.5 	 	   35811.3 	 	  1.79 	 	GEO/S	110.53E	 +   0.005W	*	P	-
S41591	2016-039A	BRISat	2016 Jun 18	2016 Jun 24     	2026 Jul 16 2052	    1436.152 	   35780.0 	 	   35795.3 	 	  0.02 	 	GEO/S	150.47E	 +   0.021W	*	P	-
S41592	2016-039B	Echostar XVIII	2016 Jun 18	2016 Jun 24     	2026 Jul 17 0608	    1436.102 	   35780.2 	 	   35793.2 	 	  0.02 	 	GEO/S	 61.39W	 +   0.008W	*	P	-
A08483	2009-018	deb Beidou G2	2009 Apr 14	2016 Jun 29     	2016 Jun 29	    1434.738 	   35384.0 	 	   36136.0 	 	  4.71 	 	GEO/ID	-	-	2009 Apr 14 1616:04	D	-
S41589	2016-038B	EUTELSAT 117 WEST B	2016 Jun 15	2016 Aug  7     	2026 Jul 17 0520	    1436.083 	   35785.6 	 	   35787.1 	 	  0.01 	 	GEO/S	116.99W	 +   0.004W	*	P	-
S41724	2016-047A	USA 269	2016 Jul 28	2016 Aug 11?    	2025 Apr  3 1408	    1436.122 	   35765.8 	 	   35808.4 	 	  3.18 	 	GEO/I	  9.96W	 +   0.014W	*	P	-
S41725	2016-048A	Tiantong-1 01 xing	2016 Aug  5	2016 Aug 12?    	2026 Jul 16 2022	    1436.147 	   35766.5 	 	   35808.7 	 	  3.91 	 	GEO/I	101.35E	 +   0.020W	*	P	-
S41729	2016-050A	JCSAT 16	2016 Aug 14	2016 Aug 18?    	2026 Jul 17 0706	    1436.116 	   35783.0 	 	   35791.0 	 	  0.02 	 	GEO/S	143.94E	 +   0.012W	*	P	-
S41746	2016-052C	Delta 375	2016 Aug 19	2016 Aug 19     	2026 Jul 16 2107	    1454.602 	   36121.1 	 	   36175.0 	 	  8.78 	 	GEO/ID	166.03E	 +   4.599W	2016 Aug 19 0452	R	-
S41744	2016-052A	USA 270	2016 Aug 19	2016 Aug 19     	2026 Jul 14 1051	    1436.154 	   35748.0 	 	   35827.4 	 	  4.26 	 	GEO/I	126.29E	 +   0.022W	*	P	-
S41745	2016-052B	USA 271	2016 Aug 19	2016 Aug 19     	2026 Jul 14 0257	    1436.143 	   35740.8 	 	   35834.2 	 	  4.24 	 	GEO/I	 97.92E	 +   0.019W	*	P	-
S41747	2016-053A	Intelsat IS-36	2016 Aug 24	2016 Sep  1     	2026 Jul 17 0356	    1436.128 	   35777.0 	 	   35797.4 	 	  0.01 	 	GEO/S	 68.49E	 +   0.015W	*	P	-
S41752	2016-054A	Insat 3DR	2016 Sep  8	2016 Sep 11     	2026 Jul 17 0348	    1436.109 	   35742.6 	 	   35831.1 	 	  0.07 	 	GEO/S	 74.03E	 +   0.010W	*	P	-
S41588	2016-038A	ABS-2A	2016 Jun 15	2016 Sep 23     	2026 Jul 17 0348	    1436.117 	   35781.1 	 	   35792.9 	 	  0.01 	 	GEO/S	 74.68E	 +   0.012W	*	P	-
S41793	2016-060A	GSAT-18	2016 Oct  5	2016 Oct 10     	2026 Jul 17 0348	    1436.101 	   35764.4 	 	   35809.0 	 	  0.04 	 	GEO/S	 73.94E	 +   0.008W	*	P	-
S41794	2016-060B	Sky Muster II	2016 Oct  5	2016 Oct 13?    	2026 Jul 17 0707	    1436.120 	   35780.1 	 	   35794.0 	 	  0.02 	 	GEO/S	144.81E	 +   0.013W	*	P	-
S41622	2016-041A	MUOS 5	2016 Jun 24	2016 Oct 20     	2026 Jul 17 0230	    1436.082 	   34944.8 	 	   36627.8 	 	  2.14 	 	GEO/I	104.15W	 +   0.003W	*	P	-
S41840	2016-065C	Yuanzheng-2 Y1	2016 Nov  3	2016 Nov  4     	2026 Jul 16 0735	    1540.533 	   35761.3 	 	   39852.3 	 	  9.45 	 	VHEO	 18.29E	 +  24.479W	2016 Nov  3 1243:14	R	-
S41836	2016-064A	Himawari-9	2016 Nov  2	2016 Nov  4?    	2026 Jul 16 2049	    1436.109 	   35779.4 	 	   35794.2 	 	  0.03 	 	GEO/S	140.70E	 +   0.010W	*	P	-
S41748	2016-053B	Intelsat IS-33e	2016 Aug 24	2016 Nov  8     	2026 Jul 17 0454	    1437.219 	   35711.4 	 	   35905.7 	 	  1.65 	 	GEO/D	 38.62E	 +   0.289W	2024 Oct 19 0430	P	-
S41838	2016-065A	Shi Jian 17	2016 Nov  3	2016 Nov 10     	2026 Jul 16 1922	    1441.925 	   35892.4 	 	   35908.8 	 	  5.83 	 	GEO/ID	168.02W	 +   1.466W	*	P	-
S41866	2016-071A	GOES 16	2016 Nov 19	2016 Nov 29     	2026 Jul 17 0555	    1436.105 	   35784.4 	 	   35789.2 	 	  0.41 	 	GEO/S	104.70W	 +   0.009W	*	P	-
S41869	2016-072A	Tian Lian 1-04	2016 Nov 22	2016 Nov 30?    	2026 Jul 17 0608	    1436.101 	   35600.4 	 	   35973.0 	 	  0.94 	 	GEO/S	177.02E	 +   0.008W	*	P	-
S41879	2016-075A	WGS SV-8	2016 Dec  7	2016 Dec 17?    	2026 Jul 16 1909	    1436.124 	   35786.5 	 	   35787.7 	 	  0.02 	 	GEO/S	149.81E	 +   0.014W	*	P	-
S41882	2016-077A	Feng Yun 4A	2016 Dec 10	2016 Dec 19?    	2026 Jul 17 0700	    1436.165 	   35752.3 	 	   35823.6 	 	  2.40 	 	GEO/S	123.61E	 +   0.024W	*	P	-
S41903	2016-082A	JCSAT 15	2016 Dec 21	2016 Dec 27     	2026 Jul 17 0657	    1436.117 	   35784.8 	 	   35789.1 	 	  0.02 	 	GEO/S	110.05E	 +   0.012W	*	P	-
S41904	2016-082B	Star One D1	2016 Dec 21	2016 Dec 27     	2026 Jul 17 0601	    1436.113 	   35777.4 	 	   35796.4 	 	  0.01 	 	GEO/S	 84.01W	 +   0.011W	*	P	-
S41893	2016-079A	Echostar 19	2016 Dec 18	2016 Dec 30     	2026 Jul 17 0558	    1436.118 	   35780.8 	 	   35793.2 	 	  0.02 	 	GEO/S	 97.11W	 +   0.012W	*	P	-
S41911	2017-001A	Tongxin Jishu Shiyan 2	2017 Jan  5	2017 Jan 10?    	2026 Jul 17 0439	    1436.106 	   35783.4 	 	   35790.2 	 	  0.91 	 	GEO/S	 66.51E	 +   0.010W	*	P	-
S41937	2017-004A	SBIRS GEO-4	2017 Jan 21	2017 Feb?       	2026 Jul 17 0632	    1435.962 	   35772.7 	 	   35795.2 	 	  2.30 	 	GEO/S	 21.68E	 +   0.027E	*	P	-
S41940	2017-005A	Kirameki 2	2017 Jan 24	2017 Feb?       	2020 Sep 15 1237	    1436.122 	   35770.2 	 	   35804.0 	 	  0.03 	 	GEO/S	 92.97E	 +   0.014W	*	P	-
S41942	2017-006A	Hispasat 36W-1	2017 Jan 28	2017 Feb  5?    	2026 Jul 16 0943	    1436.147 	   35782.5 	 	   35792.6 	 	  0.01 	 	GEO/S	 36.01W	 +   0.020W	*	P	-
S41944	2017-007A	Telkom-3S	2017 Feb 14	2017 Feb 19     	2026 Jul 17 0516	    1436.175 	   35779.1 	 	   35797.2 	 	  0.01 	 	GEO/S	118.00E	 +   0.027W	*	P	-
S41945	2017-007B	SkyBrasil-1	2017 Feb 14	2017 Feb 22     	2026 Jul 17 0613	    1436.107 	   35784.6 	 	   35789.0 	 	  0.02 	 	GEO/S	 43.19W	 +   0.010W	*	P	-
S42075	2017-016A	WGS SV-9	2017 Mar 19	2017 Mar?       	2026 Jul 17 0622	    1436.127 	   35786.2 	 	   35788.1 	 	  0.02 	 	GEO/S	 11.97W	 +   0.015W	*	P	-
S42070	2017-014A	Echostar 23	2017 Mar 16	2017 Mar 22     	2026 Jul 17 0411	    1436.103 	   35777.4 	 	   35796.0 	 	  0.02 	 	GEO/S	109.90W	 +   0.009W	*	P	-
S42432	2017-017A	SES-10	2017 Mar 30	2017 Apr  5     	2026 Jul 16 1950	    1436.085 	   35775.5 	 	   35797.2 	 	  0.02 	 	GEO/S	 66.89W	 +   0.004W	*	P	-
S42662	2017-018A	Shi Jian 13	2017 Apr 12	2017 Apr 25     	2026 Jul 16 0152	    1436.167 	   35766.7 	 	   35809.2 	 	  0.09 	 	GEO/S	110.46E	 +   0.025W	*	P	-
S42691	2017-023A	Koreasat 7	2017 May  4	2017 May  9     	2026 Jul 16 2058	    1436.123 	   35784.2 	 	   35790.0 	 	  0.02 	 	GEO/S	115.86E	 +   0.014W	*	P	-
S42692	2017-023B	SGDC	2017 May  4	2017 May  9     	2026 Jul 16 0922	    1436.120 	   35777.3 	 	   35796.8 	 	  0.02 	 	GEO/S	 74.89W	 +   0.013W	*	P	-
S42695	2017-024A	South Asia Satellite	2017 May  5	2017 May  9     	2026 Jul 17 0145	    1435.848 	   35766.6 	 	   35796.9 	 	  0.09 	 	GEO/S	 97.20E	 +   0.055E	*	P	-
S42699	2017-025B	Falcon 9-035 Stage 2	2017 May 15	2017 May 15     	2022 May  7 0700	     141.259 	     121.3 	 	    5091.9 	 	 19.80 	 	MEO	177.85W	-	2017 May 15 2321	R	-
S42698	2017-025A	Inmarsat 5F4	2017 May 15	2017 May 15     	2026 Jul 16 2026	    1436.099 	   35784.7 	 	   35788.6 	 	  0.02 	 	GEO/S	 56.49E	 +   0.008W	*	P	-
S42738	2017-028A	Michibiki-2	2017 Jun  1	2017 Jun  5     	2026 Jul 16 1121	    1436.031 	   32592.0 	 	   38978.6 	 	 39.38 	 	GEO/T	148.08E	 +   0.009E	*	P	-
S42740	2017-029A	ViaSat-2	2017 Jun  1	2017 Jun 14     	2026 Jul 17 0240	    1436.121 	   35784.8 	 	   35789.3 	 	  0.02 	 	GEO/S	 69.91W	 +   0.013W	*	P	-
S42747	2017-031A	GSAT-19E	2017 Jun  5	2017 Jun 14     	2026 Jul 17 0456	    1436.121 	   35760.8 	 	   35813.4 	 	  0.04 	 	GEO/S	 47.81E	 +   0.013W	*	P	-
S42749	2017-032A	Echostar 21	2017 Jun  8	2017 Jun 17?    	2026 Jul 17 0628	    1436.120 	   35777.7 	 	   35796.4 	 	  1.77 	 	GEO/S	 10.20E	 +   0.013W	*	P	-
S42763	2017-035A	Zhongxing 9A	2017 Jun 18	2017 Jun?       	2026 Jul 17 0550	    1443.186 	   35911.5 	 	   35939.0 	 	  5.06 	 	GEO/ID	121.40W	 +   1.780W	2021 Feb 19	P	-
S42801	2017-038A	BulgariaSat-1	2017 Jun 23	2017 Jun 30?    	2026 Jul 17 0626	    1436.091 	   35773.0 	 	   35799.9 	 	  0.04 	 	GEO/S	  1.83E	 +   0.006W	*	P	-
S42814	2017-040A	Hellas Sat 3-Inmarsat S EAN	2017 Jun 28	2017 Jul  3     	2026 Jul 17 0636	    1436.086 	   35772.8 	 	   35800.0 	 	  0.05 	 	GEO/S	 38.97E	 +   0.005W	*	P	-
S42815	2017-040B	GSAT-17	2017 Jun 28	2017 Jul  3     	2026 Jul 17 0144	    1436.093 	   35777.2 	 	   35795.8 	 	  0.01 	 	GEO/S	 93.48E	 +   0.006W	*	P	-
S42818	2017-041A	Intelsat IS-35e	2017 Jul  5	2017 Jul 18?    	2026 Jul 17 0551	    1436.081 	   35778.4 	 	   35794.2 	 	  0.02 	 	GEO/S	 34.54W	 +   0.003W	*	P	-
S42909	2017-046C	Briz-M No. 99562	2017 Aug 16	2017 Aug 17     	2026 Jul 15 1719	    1594.110 	   35395.9 	 	   42254.9 	 	  8.78 	 	VHEO	125.55W	 +  35.788W	2017 Aug 16 2207:00	R	-
S42907	2017-046A	Kosmos-2520	2017 Aug 16	2017 Aug 17     	2026 Jul 17 0638	    1435.996 	   35781.1 	 	   35788.2 	 	  0.03 	 	GEO/S	 44.98E	 +   0.018E	*	P	-
S42917	2017-048A	Michibiki-3	2017 Aug 19	2017 Aug 24     	2026 Jul 17 0701	    1436.104 	   35775.8 	 	   35797.7 	 	  0.06 	 	GEO/S	127.05E	 +   0.009W	*	P	-
S42915	2017-047A	TDRS 13	2017 Aug 18	2017 Aug 26     	2026 Jul 17 0622	    1436.096 	   35724.1 	 	   35849.1 	 	  3.46 	 	GEO/I	 11.61W	 +   0.007W	*	P	-
S42934	2017-053A	Amazonas 5	2017 Sep 11	2017 Sep 18     	2026 Jul 16 1809	    1436.096 	   35782.4 	 	   35790.8 	 	  0.03 	 	GEO/S	 61.01W	 +   0.007W	*	P	-
S42741	2017-029B	EUTELSAT 172B	2017 Jun  1	2017 Sep 20     	2026 Jul 17 0532	    1436.116 	   35786.7 	 	   35787.3 	 	  0.03 	 	GEO/S	171.97E	 +   0.012W	*	P	-
S42942	2017-057A	Asiasat 9	2017 Sep 28	2017 Oct  4     	2026 Jul 16 1211	    1436.118 	   35777.6 	 	   35796.4 	 	  0.02 	 	GEO/S	122.11E	 +   0.012W	*	P	-
S42951	2017-059B	BSAT-4a	2017 Sep 29	2017 Oct  4     	2026 Jul 17 0247	    1436.104 	   35772.0 	 	   35801.4 	 	  0.04 	 	GEO/S	109.82E	 +   0.009W	*	P	-
S42965	2017-062A	Michibiki-4	2017 Oct  9	2017 Oct 13     	2026 Jul 16 1726	    1435.837 	   32631.1 	 	   38931.9 	 	 40.09 	 	GEO/T	147.53E	 +   0.058E	*	P	-
S42967	2017-063A	SES-11	2017 Oct 11	2017 Oct 17     	2026 Jul 17 0555	    1436.104 	   35775.2 	 	   35798.3 	 	  0.03 	 	GEO/S	104.97W	 +   0.009W	*	P	-
S42950	2017-059A	Intelsat IS-37e	2017 Sep 29	2017 Oct 18     	2026 Jul 17 0543	    1436.083 	   35775.4 	 	   35797.3 	 	  0.01 	 	GEO/S	 18.05W	 +   0.004W	*	P	-
S42949	2017-066A	USA 279	2017 Oct 15	2017 Oct 28?    	2021 Sep  6 1708	    1436.122 	   35770.5 	 	   35803.7 	 	  2.82 	 	GEO/S	 92.08E	 +   0.014W	*	P	-
S42709	2017-026A	SES-15	2017 May 18	2017 Nov  1?    	2026 Jul 16 2258	    1436.141 	   35786.0 	 	   35789.0 	 	  0.03 	 	GEO/S	129.17W	 +   0.018W	*	P	-
S42984	2017-067A	Mugunghwa 5A	2017 Oct 30	2017 Nov  6     	2026 Jul 17 0150	    1436.140 	   35784.5 	 	   35790.4 	 	  0.03 	 	GEO/S	113.11E	 +   0.018W	*	P	-
S43039	2017-078A	Alcomsat 1	2017 Dec 10	2017 Dec        	2026 Jul 17 0543	    1436.077 	   35776.6 	 	   35795.8 	 	  0.05 	 	GEO/S	 24.86W	 +   0.002W	*	P	-
